index,linkPoster,name,role,time,content,content_img,react_list,comment
664,No link,Người tham gia ẩn danh,Thành viên,25 tháng 8,Rất cần các nhân tài trường mình bộ môn liên quân để đánh giải coc. Ct trên 30* tự tin cmt đi ạ.,No picture,"{'Thích': '3', 'Yêu thích': '1', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Pht Gia Hann', 'content': 'e không tự tin ạ, e cmt cho dui cho nổi bài chứ e mới kc'}, {'name': 'Lê Ngọc Tâm', 'content': 'cmt cho dui thôi chứ em gác cổng ta'}, {'name': 'Yến Nhi', 'content': 'Kc cho em đánh với'}, {'name': 'Mai Trang', 'content': 'Tân sv đây ạ'}, {'name': 'Ngọc Ánh', 'content': 'Mới ta đc ko :)))'}, {'name': 'Phạm Hưng', 'content': 'Tự tin với các giáo án'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ai bản lĩnh muốn chinh chiến cùng thì cứ cmt dưới ạ, mình đánh với đại học trên toàn quốc các b ưi'}]"
665,No link,Người tham gia ẩn danh,Thành viên,25 tháng 8,Dạ có anh chị nào pass giáo trình Văn Học năm nhất không ạaa,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
666,No link,Người tham gia ẩn danh,Thành viên,24 tháng 8,Trường mình có ai bắn phai phai ko ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Nguyễn Hoàng Anh', 'content': 'Có'}, {'name': 'Phương Thảo', 'content': 'biết đánh mỗi Liên quân thôi:))'}, {'name': 'Xa Man', 'content': 'Có'}, {'name': 'Gấu Nâu', 'content': 'Lq ạ'}, {'name': 'Lala Phu', 'content': 'Có tui nè :)) chơi cả liên quân nữa'}]"
667,No link,Người tham gia ẩn danh,Thành viên,24 tháng 8,Trường mình có những clb gì vậy ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khánh Phan', 'content': 'Trường mình nhiều clb, đội, nhóm lắm e. Mời e tgia CLB Lịch Sử Văn Hóa - ĐHSP - ĐHĐN nhé.'}, {'name': 'Khánh Hoà', 'content': 'Khánh Phan chị rep ib em vs ạ'}]"
668,No link,Người tham gia ẩn danh,Thành viên,24 tháng 8,Cho mình hỏi trường mình cho mặc đồ tự do hay phải mặc đồng phục của trường ạ?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': '1', 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khánh Phan', 'content': 'Mặc đồ tự do nhưng phải lịch sự e nhé'}]"
669,No link,Người tham gia ẩn danh,Thành viên,23 tháng 8,"Mọi người ơi, chiều hôm qua khoảng từ 2h50-3h30 trên cung đường tôn đức thắng tới khu phước lý mình bị rơi mất 1 cái túi trong đấy có 1 chùm chìa khoá với 1 cái căn cước công dân có tên là Nguyễn Thành Long ạ. Mình nghĩ là rớt quanh ngoài cổng trường sư phạm ạ, chỗ cây atm và cổng phụ( cổng nhà xe) của trường ạ 
 ở ngoài mặt túi có ghi sđt 0917242387. Nhưng chờ mãi vẫn không thấy ai liên hệ ạ 
Mọi người ai có thông tin hay nhặt được thì giúp mình với nhé ạ
Sđt liên hệ 0984391063 hoặc 032 8667244
Mình xin cảm ơn và hậu tạ cho ai nhặt được ạ ",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Up'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Up'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Up'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Up'}]"
670,No link,Người tham gia ẩn danh,Thành viên,23 tháng 8,Mng ơi ý đi học là ngày thường thì mang quần áo bth còn đôi hôm ms mang đồng phục hay full đồng phục hết v ạ. Em hỏi để đi sắm đồ hahahah,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
671,No link,Người tham gia ẩn danh,Thành viên,23 tháng 8,cho e hỏi đky ktx ntn vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
672,No link,Người tham gia ẩn danh,Thành viên,23 tháng 8,"Trường mình con trai phú yên, bình định giọng hay dễ sợ
( ý kiến riêng )",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
673,No link,Người tham gia ẩn danh,Thành viên,23 tháng 8,TOPIC:Những chỗ làm thêm mà sinh viên nên né,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
674,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,Cho em xin nhóm zalo khoa hoá với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
675,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,"E cần tìm trọ quanh khu sư phạm, tài chính 1tr5 đổ xuống ạ. Mọi người cmt hình + giá giúp e ạ.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
676,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,Đi học năm nhất có nên lm thêm ko mn,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khôi Khôi', 'content': 'Nên đi sau khi học quân sự xong nha, nếu tính làm lâu xí. Tại nhiều chỗ không có cho nghỉ 4 tuần quân sự đâu.\nHK1 đi làm cũng được, nếu nhớ được một số đường, hiểu được giọng Quảng Nôm là một lợi thế'}]"
677,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,Tài chính đang eo hẹp có nên đi hc tiếp hay đi lm năm sau học lại z mn(tui năm đầu),No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khôi Khôi', 'content': 'Lựa chọn nào rồi cũng sẽ hợp lý theo cách nào đó thôi. Có thể cân nhắc vay vốn sinh viên nếu muốn học bây giờ, liên hệ GVCN hoặc lên CTSV hỏi nha. Không thì đi làm đã, cũng là học ở đời.\nKhông rõ về bảo lưu kết quả cho lắm, thử hỏi GVCN nha. Chứ bỏ dở … Xem thêm'}]"
678,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,"Mn ơi em tân sinh viên không đóng tiền bảo hiểm có được không ạ, bảo hiểm của em còn hạn tới tháng 3/2025 năm sau hết thì gia đình em mua bảo hiểm gia đình ạ. Vậy bây giờ em không đóng bảo hiểm y tế có đc không ah",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
679,No link,Người tham gia ẩn danh,Thành viên,22 tháng 8,"Cho em hỏi, mình nên yêu người có điểm tương đồng để dễ thấu hiểu nhau hơn hay nên yêu người có đối lập để có thể bù đắp cho nhau ạ !!?
Em bây giờ không biết nên tâm sự với ai cả, vì bạn bè cạnh em dường như không hiểu được em!
Em xin cảm ơn ạ!",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khôi Khôi', 'content': 'Nên là sao, ý là đang có 2 lựa chọn hả\nhay là hình mẫu người yêu. Không ai biết trước gì đâu, yêu thì yêu thôi, học được làm được là được.'}]"
680,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,"Em muốn chuyển qua trường mình học ạ , hy vọng mng có thể cho em xin chương trình học các tín chỉ ngành sư phạm mỹ thuật ạ ! em cảm ơn nhiều lắm",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Xuânn Nguyêên', 'content': 'https://www.facebook.com/groups/daihocsuphamdanang/?ref=share&mibextid=NSMWBT\nC đăng bên này thử xem, bên này nhiều ttác hơn á'}]"
681,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,"Hôm qua đến giờ em cảm thấy rất không cam tâm nên đành lên đây tâm sự với mọi người và anh chị. Chuyện là em là một trong bốn bạn có điểm thi bằng y điểm chuẩn của ngành sư phạm mầm non. Điểm thi bằng điểm chuẩn nên em cũng đã đạt tiêu chí phụ là năng khiếu trên 8 và thứ tự nguyện vọng em để cũng là 1. Chuyện không có gì để nói khi xét điểm ưu tiên thì lại ưu tiên điểm năng khiếu 1. Và cuối cùng em và bạn còn lại thua hai bạn kia 0.25 nên đã không đủ điều kiện trúng tuyển. Tiêu chí phụ năng khiếu 2 thì đạt và điểm chuẩn cũng đủ. Nhưng lại đi xét chỉ tiêu bằng cách ưu tiên năng khiếu 1? Rồi điểm chuẩn và tiêu chí phụ vứt hết đi? Em thật sự thấy thất vọng về cách làm việc của khoa sư phạm mầm mon. Vớt được hai bạn, còn bỏ hai bạn còn lại với tương lai mịt mù và những thắc mắc không một ai giải đáp. Hỏi thì cứ nói cho qua chuyện và đổ hết cho Bộ GD.",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
682,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,"Hôm qua đến giờ em cảm thấy rất không cam tâm nên đành lên đây tâm sự với mọi người và anh chị. Chuyện là em là một trong bốn bạn có điểm thi bằng y điểm chuẩn của ngành sư phạm mầm non. Điểm thi bằng điểm chuẩn nên em cũng đã đạt tiêu chí phụ là năng khiếu trên 8 và thứ tự nguyện vọng em để cũng là 1. Chuyện không có gì để nói khi xét điểm ưu tiên thì lại ưu tiên điểm năng khiếu 1. Và cuối cùng em và bạn còn lại thua hai bạn kia 0.25 nên đã không đủ điều kiện trúng tuyển. Tiêu chí phụ năng khiếu 2 thì đạt và điểm chuẩn cũng đủ. Nhưng lại đi xét chỉ tiêu bằng cách ưu tiên năng khiếu 1? Rồi điểm chuẩn và tiêu chí phụ vứt hết đi? Em thật sự thấy thất vọng về cách làm việc của khoa sư phạm mầm mon. Vớt được hai bạn, còn bỏ hai bạn còn lại với tương lai mịt mù và những thắc mắc không một ai giải đáp. Hỏi thì cứ nói cho qua chuyện và đổ hết cho Bộ GD.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
683,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,Giấy báo trúng tuyển ở đâu z mng,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyn Chieuanh', 'content': 'Gmail'}, {'name': 'Trần Thu Hà', 'content': 'gửi mail riêng về cho mình í'}]"
684,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,Cho em hỏi học bạ nộp cho trường bản sao cần công chứng không ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Xuânn Nguyêên', 'content': 'Có nha'}]"
685,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,"""Có một giai đoạn trong đời, ta giật mình nhận ra bên cạnh chẳng còn một ai là đủ thân thiết nữa. Tất cả các mối quan hệ đều là thường thường, xã giao trong xã hội. Có thể nói, có thể cười, có thể đi ăn chung, nhưng không thể thật lòng quan tâm, lắng nghe ta tâm sự. Chẳng tìm nổi một người khiến ta muốn kể, muốn thể hiện hết mình. Gia đình cũng chỉ yêu thương, giúp đỡ, nhưng không đủ tinh tế để sẻ chia. Có một giai đoạn trong đời, ta giật mình nhận ra: Ồ, thì ra mình cô độc thế đấy.""",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khôi Khôi', 'content': 'nhậu không'}]"
686,No link,Người tham gia ẩn danh,Thành viên,21 tháng 8,"Hôm qua đến giờ em cảm thấy rất không cam tâm nên đành lên đây tâm sự với mọi người và anh chị. Chuyện là em là một trong bốn bạn có điểm thi bằng y điểm chuẩn của ngành sư phạm mầm non. Điểm thi bằng điểm chuẩn nên em cũng đã đạt tiêu chí phụ là năng khiếu trên 8 và thứ tự nguyện vọng em để cũng là 1. Chuyện không có gì để nói khi xét điểm ưu tiên thì lại ưu tiên điểm năng khiếu 1. Và cuối cùng em và bạn còn lại thua hai bạn kia 0.25 nên đã không đủ điều kiện trúng tuyển. Tiêu chí phụ năng khiếu 2 thì đạt và điểm chuẩn cũng đủ. Nhưng lại đi xét chỉ tiêu bằng cách ưu tiên năng khiếu 1? Rồi điểm chuẩn và tiêu chí phụ vứt hết đi? Em thật sự thấy thất vọng về cách làm việc của khoa sư phạm mầm mon. Vớt được hai bạn, còn bỏ hai bạn còn lại với tương lai mịt mù và những thắc mắc không một ai giải đáp. Hỏi thì cứ nói cho qua chuyện và đổ hết cho Bộ GD.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
687,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"Em có bảo hiểm yte,bảo hiểm tt kh bắt buộc thì giờ em chuyển khoảng nộp trước có trừ 2 khoảng đó ra được không mọi người:((",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
688,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"cho em hỏi với ạ
trường mình có xét tuyển đợt 2 cho các ngành sư phạm ko ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
689,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,Cho mình hỏi là k21 hình như còn một tháng trợ cấp nữa đúng kh ạ?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
690,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,Anh chị nào vừa rồi thi đậu sp trường mình bằng đgnl sư phạm hà nội cho em hỏi một chút được k ạ huhu,No picture,"{'Thích': 0, 'Yêu thích': '1', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
691,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"Muốn xin ít ý kiến từ mọi người.
Mình và em ấy yêu nhau cũng được 1 thời gian. Hè 2 đứa  phải về quê cho đến thời điểm hiện tại. Và khi yêu xa như thế này thì việc nhắn tin hay gọi điện cho nhau tất nhiên là phải làm mỗi ngày. Phải làm thế nào khi 2 người yêu nhau mà còn yêu xa nhưng mỗi ngày chỉ nhắn tin cho nhau tầm 1 tiếng? Đôi lúc muốn kể cho người ấy nghe hôm nay của mình buồn vui thế nào nhưng lại đúng giờ người ấy không hoạt động nữa? Không biết là mình đang đòi hỏi quá nhiều từ em ấy không nhưng yêu nhau mà đến thời gian nói chuyện với nhau phải đúng giờ thì nói hết giờ thì ngưng thì không biết phải tiếp tục như thế nào với mối quan hệ này ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
692,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"2 từ ""Bạn iu"" có nghĩa là gì vậy ạ.
Là bạn hay là iu hay là đôi ta trên tình bạn, dưới tình yêu vậy nhở",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
693,,UED Confessions,Thành viên,20 tháng 8,No content,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
694,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"Em tsv sư phạm Lí á cho em làm quen mọi người nhé!!
cmt em sẽ chủ động kết bạn ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
695,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,Em đậu rùi có anh chị nào sẵn sàng dìu dắt em hết các năm đại học khơm,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
696,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,Em với anh kia sắp quen nhau và em chấm 9đ cho ảnh chỉ có điều ảnh người Nghệ An thì việc không hiểu ảnh nói gì có đáng quan ngại không ạ ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment
697,No link,Người tham gia ẩn danh,Thành viên,20 tháng 8,"Mình là nữ 2k4 học sư phạm, sau 1 tgian ở ĐN sống thì mình muốn chia sẻ kinh nghiệm tiền hằng tháng của mình cho mấy e 2k6 cb ra ĐN học biết thêm để tiết kiệm chi phí gđ:
Sáng nếu không đi học thì ngủ tới trưa (đỡ tốn tiền ăn sáng), còn những hôm đi học thì mua 1 ký hủ tiếu khô 21k (ăn được 4 ngày), ngán thì đổi qua mua 1 hộp sữa đặc 25k và ổ bánh mì 3k: Tổng bữa sáng chỉ 130k trong 1 tháng
Thùng mì tôm 30 gói cho bữa trưa chỉ 150k
Thùng phở 30 gói cho 30 bữa tối 180k
Vậy thì tháng chỉ cần 460K cho tiền ăn
Trọ: 1,2tr
Xăng xe: 400k, mình không say xe nên đi xe bus cho rẻ (1 tháng chỉ tốn 100k)
Mình thấy tính ra tháng ở ĐN chỉ 1,7tr là vừa đủ sống",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': '3', 'Phẫn nộ': 0}","[{'name': 'Trương Mỹ Gái', 'content': 'Trà My kinh nghiệm'}, {'name': 'Nghi Anh', 'content': 'Dương Huyền Thục nhịn qua ngày'}]"
698,No link,Người tham gia ẩn danh,Thành viên,19 tháng 8,Sư phạm ngữ văn cần thi tiếng anh đầu vào k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
699,No link,Người tham gia ẩn danh,Thành viên,19 tháng 8,"Mn cho e hỏi, cái số 1, 2 có bắt buộc hay ko ạ.
Nếu có thì số 1, cần lưu ý những gì, bao nhiêu điểm là đỗ được, nếu ko đủ điểm thì có sao ko ạ",{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/455831448_1575208096400740_4818825286542413201_n.jpg?stp=dst-jpg_s720x720&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEWU2qjum06-ol8n6t3oZ2BJOKyvYwUOMQk4rK9jBQ4xFGokw4AHZBuruKKY7C3dJIqLLPzO5EbCYjakCfBF3gA&_nc_ohc=YxPK6JA2wBwQ7kNvgHGbmzF&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AamNTLJm3GTzgHdFDcbxOSv&oh=00_AYBmzcuTDaM69YXRTXbOeqZdsXhZgn_yG5kqxmItKt6CEA&oe=673FB1C7'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Xuânn Nguyêên', 'content': 'Nooooo'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Xuânn Nguyêên là sao ạ bn'}, {'name': 'Xuânn Nguyêên', 'content': 'Người tham gia ẩn danh Là k á bạn, thi đầu ra thôi'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả E sp Sinh có cần thi tiếng anh đầu vào ko ạ'}, {'name': 'Linh Khánh', 'content': 'Ko bắt buộc bb'}]"
700,https://www.facebook.com/groups/1976889476160045/user/100087368170324/?__cft__[0]=AZXmv_wlmXOAAmuOG3FALN-DYSn6uCmtBqV9sjpkwKm5GPMZXhEn3lCXCth28gUpInH_X3oIBlpo7mLjcubXCYRBZmAmOAW2woYWkkr9HsHR0G705IY6swo6FZG2nY34NbgHcTKlB--6oWq9LUIdAYg0U1BuHVRimz_-kvfq-uufoHunRD_aoUdbPGxmiYEPYI0&__tn__=-UC%2CP-R,Trần Văn Nhật,Thành viên,19 tháng 8,"Mình là tsv sư phạm Sử ,mọi người ai có nhóm trao đổi thông tin thì cho mình xin vào nhóm với ạ ,mình cảm ơn",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
701,No link,Người tham gia ẩn danh,Thành viên,19 tháng 8,"Có ai học ngành Việt Nam học khong ạ, chấm bài ở dưới để làm quen trước đỡ bỡ ngỡ đi ạa",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
702,No link,Người tham gia ẩn danh,Thành viên,19 tháng 8,Mẫu đơn đăng kí bidv của trg mih in link nào ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
